Pair,Half_Life,1D_Pearson,1D_ADF,Net_PnL
CHALET-DALBHARAT,359.05,0.7633275433189463,0.03701653730843624,-1259.07
ITI-SUZLON,364.35,0.8640548695581942,0.008303285657798006,-1260.81
CGCL-DEEPAKFERT,544.58,0.8448558160824329,0.023889265295810397,-1272.92
ABLBL-UTIAMC,478.39,0.8945361978851324,0.007046043596107285,-1273.28
CUB-IGL,528.39,0.7529972166057223,0.10272951530941371,-1274.34
SWANCORP-UNOMINDA,540.54,0.8972426410856098,0.062135413709787826,-1278.12
ASTRAL-TORNTPHARM,541.44,0.7673096830794842,0.10572256505549504,-1278.7
ACC-IRFC,596.61,0.8831985069125375,0.1170644704956112,-1279.29
360ONE-SOBHA,521.65,0.8428360016583094,0.014159369474430404,-1280.33
AUBANK-GAIL,511.25,0.7745453957583703,0.010968212018552947,-1282.77
DCMSHRIRAM-TRIDENT,605.93,0.7146893493275608,0.0807902173494191,-1286.35
ATUL-BHARATFORG,403.69,0.8736800022177647,0.08343242152455038,-1286.4
CCL-COALINDIA,543.71,0.6955258531361598,0.07456340933297508,-1288.02
MEDANTA-WOCKPHARMA,569.12,0.8112524253828944,0.040399985949461044,-1288.91
IREDA-ITI,576.76,0.9209683053690285,0.00015757961717547615,-1289.61
BEML-HUDCO,399.84,0.8694070326244563,0.061942925886906954,-1292.45
CDSL-INDIAMART,596.7,0.8253809332723724,0.09819703004631236,-1294.74
INDHOTEL-SAPPHIRE,618.59,0.9316338007753373,0.000297719392436972,-1299.77
CHALET-PATANJALI,571.1,0.8198390380946242,0.06496810747281287,-1301.68
AADHARHFC-ITI,327.88,0.7376966779943734,1.350943178497191e-05,-1303.17
BIKAJI-NBCC,492.24,0.8903675511609179,0.014014793501239756,-1303.71
IOB-NH,245.94,0.6770802871788665,0.10826812514437312,-1304.78
ITCHOTELS-UNOMINDA,546.64,0.9168718693081803,0.010965316818531976,-1313.7
ABFRL-HDBFS,568.54,0.9184640910179321,0.006231679649497125,-1314.97
POWERINDIA-VTL,592.24,0.9595225525734297,0.0003622753868109528,-1318.5
BBTC-CHOLAHLDNG,375.44,0.846368951631328,0.16675072253363588,-1318.74
CHALET-JKCEMENT,530.15,0.7423274425482793,0.04336353809532594,-1320.61
IGL-IRFC,455.6,0.9075345283540986,0.015195529779380566,-1331.0
BHARTIHEXA-EMAMILTD,600.29,0.8138662099553017,0.0654739155635025,-1336.46
GICRE-IGIL,556.49,0.6669273516505737,0.008934641857511196,-1339.19
3MINDIA-LODHA,486.25,0.8674959504485753,0.03141771988296694,-1340.79
AADHARHFC-AAVAS,399.5,0.6548821380374288,8.450220870878642e-05,-1341.73
CANFINHOME-MINDACORP,551.56,0.7278548283384013,0.1528711929222989,-1342.51
NH-PHOENIXLTD,426.15,0.8016858129117707,0.004878696553495087,-1350.45
COROMANDEL-HAVELLS,606.98,0.867090829902117,0.11056621334922706,-1358.01
ATUL-SONACOMS,438.73,0.8569736638954719,0.006625767552663581,-1358.46
EMAMILTD-RVNL,460.61,0.8660604303427386,0.019318733488503773,-1358.52
NH-TATATECH,559.76,0.7991211204043852,0.045000308441184474,-1365.71
ANANTRAJ-BAJAJFINSV,587.64,0.8104598828549783,0.020762940952014336,-1365.9
CGCL-EXIDEIND,596.01,0.7078861989852498,0.1369753050865482,-1366.03
ANURAS-PAGEIND,375.01,0.6531477581680026,0.005230373811151988,-1366.81
MSUMI-SBFC,542.72,0.7808397628413477,0.06273091499900416,-1368.27
SUMICHEM-USHAMART,430.93,0.8512126053799525,0.002171704867683637,-1370.34
EMAMILTD-SIGNATURE,598.6,0.8765286888240567,0.1499778407390971,-1374.61
AADHARHFC-SJVN,352.97,0.6647487545552874,4.5638599667945006e-05,-1386.74
GMRAIRPORT-SUMICHEM,403.67,0.6935721041762914,0.11040942724320801,-1393.05
ABLBL-SOBHA,508.8,0.7749846807908887,0.052456680117360925,-1397.44
ITI-PHOENIXLTD,434.41,0.8633852772321944,0.0015905295053058684,-1403.97
AIAENG-TMPV,409.98,0.7331800316217846,0.007806398517048361,-1404.84
COROMANDEL-HDFCBANK,602.46,0.9279660965654104,0.060564407512941475,-1408.24
ITCHOTELS-SWANCORP,396.72,0.9626140018815944,0.00033846985934901105,-1409.33
LENSKART-TITAN,588.0,0.7624433498659843,0.07931871686350522,-1409.62
BANKBARODA-GODREJCP,532.42,0.860815936663642,0.029852824837340104,-1419.39
AUBANK-SUMICHEM,475.58,0.6611125911710993,0.049672276368431,-1421.61
CHALET-UNOMINDA,442.2,0.8869707865803873,0.005228151114959685,-1422.12
ABLBL-INDIAMART,588.31,0.7476693646618191,0.14839044994853168,-1429.09
ABLBL-SIGNATURE,569.72,0.8745272690593509,0.005784811055163424,-1435.51
AEGISVOPAK-DLF,505.83,0.9322146732858316,0.000671350704161344,-1436.28
CCL-CGPOWER,512.52,0.8163647025659732,0.06385903750596615,-1437.55
KOTAKBANK-SONATSOFTW,556.95,0.8696506192561843,0.1339922302197884,-1442.75
ABLBL-LATENTVIEW,563.85,0.8767578997247722,0.009411578784400909,-1443.82
INDHOTEL-UNOMINDA,446.22,0.9323109823497177,0.010473524789699235,-1445.17
CAMS-NEULANDLAB,615.27,0.8764409882462435,0.00817439749057979,-1447.5
AADHARHFC-GRAVITA,373.94,0.685897613792919,0.0002825627325268664,-1451.09
AIAENG-TITAGARH,515.88,0.7287264395495504,0.0029032726695598582,-1451.1
ABCAPITAL-YESBANK,501.36,0.8766792232434525,0.0018194882984254978,-1453.92
AEGISVOPAK-HDBFS,576.12,0.9175086688774579,0.0001934899768812073,-1454.16
ITCHOTELS-LODHA,587.78,0.9215175314928392,0.10608232984529864,-1456.76
ACC-SWANCORP,471.89,0.9678266234851581,0.006333890476314205,-1457.97
GMRAIRPORT-INTELLECT,508.44,0.6616765314780888,0.05719763137238768,-1458.15
RHIM-RITES,492.98,0.8775128884294735,0.09979932521564105,-1461.53
JWL-RITES,516.39,0.7334574670627276,0.049131772464792944,-1466.41
AFCONS-TTML,588.63,0.9293583603521499,0.008595136061190571,-1470.95
CGPOWER-CUMMINSIND,495.8,0.9667183150476389,0.0014673279815972263,-1473.97
3MINDIA-BPCL,518.61,0.9138510170318321,0.0037900662251854618,-1475.09
ABREL-BRIGADE,528.78,0.9389795698259787,0.0343440418943122,-1475.93
CHALET-INDIACEM,388.85,0.8176285872727693,0.00014328301322983936,-1476.48
CASTROLIND-REDINGTON,583.79,0.7032486589283443,0.00276785844919714,-1480.8
LICHSGFIN-SUMICHEM,574.14,0.7578302237248048,0.008995154574958579,-1482.19
GODREJCP-UCOBANK,543.43,0.9131545946612072,0.0004921676605575062,-1482.79
ERIS-WIPRO,554.62,0.8448041231671263,0.005309654865701337,-1488.54
GODREJIND-MEDANTA,328.94,0.8730529307913286,0.0057768148928811595,-1489.48
BEML-MANAPPURAM,528.24,0.8289599920255227,0.021476908573879527,-1490.89
KPIL-SIEMENS,385.7,0.8229409710326293,0.12805669710494383,-1492.09
BAJAJHLDNG-TATACONSUM,533.29,0.6932760972978715,0.04412513967287292,-1494.71
AMBUJACEM-BATAINDIA,328.2,0.964079922674211,0.007340953848930494,-1498.24
EMMVEE-ZENTEC,496.38,0.8001850137414852,0.029344484154504025,-1509.93
CHOLAFIN-GMRAIRPORT,570.62,0.7991967262315098,0.0326701915287171,-1515.52
BATAINDIA-SWANCORP,568.3,0.9707282031737186,0.007024372786508069,-1521.92
EIHOTEL-RITES,548.33,0.8069344274694373,0.07613564155145318,-1540.38
GLENMARK-VTL,560.85,0.8595347509473057,0.056975310273119216,-1543.0
MANAPPURAM-TATACONSUM,604.33,0.8461428031405699,0.0011353809554374786,-1543.18
INDGN-OFSS,609.11,0.6622057694403125,0.14482608328825014,-1545.31
CHALET-SWANCORP,450.08,0.9029903737371147,0.022393966769334854,-1552.01
GMRAIRPORT-PHOENIXLTD,570.15,0.77874328849551,0.0039015256599900724,-1554.75
APOLLOTYRE-MUTHOOTFIN,552.46,0.8438295413549946,0.026275788219188474,-1555.63
JSL-TATACAP,614.7,0.6529686565850936,0.0062922431067783885,-1560.55
BAJAJHLDNG-CRISIL,600.47,0.7635713435488832,0.10530100335420084,-1560.93
SONACOMS-VTL,538.26,0.8698382829946306,0.09718951037556273,-1562.78
CEATLTD-INDIAMART,492.65,0.8424907644746897,0.00010356665566005665,-1563.61
ABLBL-BAJAJHLDNG,555.61,0.788002241844828,0.09751629581076421,-1574.18
ANANTRAJ-CHOLAFIN,617.45,0.8587391976988492,1.9539971251094762e-05,-1576.5
MOTILALOFS-NUVAMA,385.35,0.9300451686774606,4.7316409696319776e-07,-1578.15
CASTROLIND-RVNL,555.32,0.6796757592735082,0.004674661784064486,-1578.84
LENSKART-LINDEINDIA,590.84,0.8023472394885233,0.049624460334500055,-1581.41
NH-RPOWER,595.67,0.7809907102602208,0.12215470815435925,-1584.18
AUBANK-IREDA,613.06,0.7381411488099016,0.021432312555232185,-1590.44
INOXWIND-RITES,510.3,0.9189901971898546,0.052081785208683985,-1591.03
GMRAIRPORT-KEC,601.14,0.6969827217273138,0.12606735098100114,-1591.39
AEGISVOPAK-LTF,611.05,0.8375759257420877,0.009358710450161907,-1591.94
BEML-NESTLEIND,510.41,0.7463991611271609,0.05950117716399998,-1597.05
LUPIN-OIL,582.44,0.6551201225819265,0.042516655202324664,-1600.23
CAPLIPOINT-TATATECH,595.17,0.8477335781299032,0.0702305681863808,-1607.69
ABCAPITAL-AEGISLOG,559.01,0.832100719528547,0.0007283888661136467,-1612.48
IEX-PIIND,438.02,0.7491470365526298,0.018166626475541053,-1615.2
AEGISLOG-INOXWIND,600.58,0.864347852011114,0.07395410186337298,-1616.66
ABFRL-CHOLAHLDNG,410.58,0.9156104880479305,0.0003695628665811368,-1618.41
ABLBL-CLEAN,614.87,0.8381041818627524,0.03343547583831191,-1629.84
BAJAJHLDNG-DEVYANI,538.43,0.8873420088563799,0.0004630976087148211,-1630.82
BAJAJHLDNG-INDHOTEL,503.61,0.8872992042519466,0.14047666486286192,-1633.25
ABCAPITAL-IOB,483.34,0.6945331153203717,0.1035262328231975,-1636.48
IKS-SUMICHEM,578.82,0.7395651324538275,0.17479901338721704,-1644.21
AMBUJACEM-RVNL,590.43,0.8798380450168427,0.16305173417126073,-1644.37
GICRE-GMDCLTD,574.88,0.6957176831372379,0.021037132688038605,-1644.46
AIAENG-NSLNISP,407.16,0.795097814016211,0.000571395556466038,-1647.0
CCL-NAVA,595.51,0.6817912056975594,0.10646510829604328,-1651.04
360ONE-NH,518.7,0.7788833240121821,0.02864668105944682,-1651.05
ITI-LTTS,546.2,0.7673301239248927,0.05565741963002423,-1651.37
ERIS-TTML,444.45,0.8472290013633276,0.005319611268810189,-1652.2
IGIL-JSWCEMENT,517.76,0.6651648278803041,0.0006965658484208604,-1652.28
AARTIIND-RKFORGE,554.11,0.8115152740010054,0.15245046593729988,-1655.64
ERIS-UTIAMC,473.59,0.8468120720870626,0.0009281444203186117,-1661.57
BBTC-RVNL,500.11,0.8230601113130482,0.10171140218907088,-1665.98
ITCHOTELS-UTIAMC,576.22,0.8977313533127436,0.023560081017894852,-1665.98
3MINDIA-UNITDSPR,446.36,0.8068636986943989,0.03022412560245262,-1670.94
CGCL-URBANCO,455.54,0.7757546464747701,0.14559806384314766,-1671.55
ABLBL-ANANTRAJ,366.2,0.7630926022699132,0.04516222166429595,-1673.18
JBCHEPHARM-TORNTPHARM,266.77,0.9699741847993069,0.1579096087602383,-1674.86
BALRAMCHIN-ELGIEQUIP,616.2,0.8013004637150096,0.08155474094864668,-1675.97
CHALET-SBFC,559.41,0.7455633029645572,0.08997017206936059,-1679.29
360ONE-CASTROLIND,514.5,0.7118476535330853,0.014670727056139704,-1682.88
ASTRAL-BHARATFORG,574.54,0.7976370947515945,0.10407376047384259,-1685.2
BATAINDIA-IDFCFIRSTB,610.25,0.9312775994133358,0.032631239504824765,-1688.7
GPIL-GRANULES,484.38,0.8404379832797865,0.15536248144240822,-1688.82
LTFOODS-MOTHERSON,517.55,0.732666089035578,0.03976466402601455,-1690.17
JBMA-JPPOWER,519.85,0.7649679404528361,0.032787995920884584,-1691.9
CIEINDIA-TATASTEEL,523.17,0.8357087806457121,0.06313993469611477,-1692.44
CHALET-IRFC,414.72,0.8848296331370606,0.014938175025707282,-1692.89
ITCHOTELS-PIIND,446.43,0.8965399533657711,0.004623401548653511,-1695.41
IREDA-RPOWER,562.59,0.8901800958908584,0.019237295828268233,-1696.38
EIHOTEL-PVRINOX,615.18,0.6666177747882266,0.1637997720052845,-1698.33
GLAXO-MFSL,566.47,0.7511586306435061,0.06574047879551904,-1700.14
CUB-ITCHOTELS,503.27,0.7896926796043074,0.04584939826202299,-1700.51
AEGISVOPAK-APTUS,508.85,0.817876352064191,0.0497351119519257,-1702.56
ASAHIINDIA-RAMCOCEM,587.63,0.6954295118412961,0.12049809338460299,-1703.0
GODFRYPHLP-SBFC,559.27,0.7155317213304966,0.043637730468952904,-1705.99
IGL-SAPPHIRE,600.22,0.896471422423134,0.02279054520452718,-1712.28
IOB-POONAWALLA,593.92,0.6986937682722851,0.010326042360812656,-1712.44
CCL-CUMMINSIND,618.06,0.8395979954229706,0.02147045625823972,-1713.83
CHALET-VMM,543.35,0.8288499427574564,0.1210196456830897,-1715.0
ANURAS-CROMPTON,394.89,0.7432656085485656,0.00032337467323266387,-1718.49
EIHOTEL-SOBHA,473.3,0.7460983143245022,0.07348001305043142,-1719.37
GODFRYPHLP-ITC,549.56,0.8551523862000397,0.11626360797988394,-1728.28
ELGIEQUIP-SCHNEIDER,555.77,0.8581843380551547,0.07061289579920915,-1729.17
PATANJALI-UTIAMC,536.65,0.8707391604830018,0.0740721068125147,-1729.48
BHARATFORG-KIMS,460.7,0.696136957856555,0.06372829597555517,-1734.08
360ONE-ENDURANCE,542.99,0.7371167049275547,0.08341868108828426,-1736.67
NTPC-PFC,432.93,0.9648696465155059,0.001607816970679046,-1736.7
ITI-JMFINANCIL,477.8,0.8517125777078914,0.0020289998382096402,-1740.18
GPIL-ZYDUSWELL,470.85,0.7604892442486206,0.042060485103851436,-1746.61
RAINBOW-USHAMART,569.02,0.7767334918539031,0.01450819711215762,-1748.15
DELHIVERY-IGIL,552.58,0.7204448531963326,0.009013723590638035,-1755.7
DOMS-PARADEEP,496.03,0.8620807094737841,0.05577932375754896,-1762.28
BEML-NSLNISP,468.53,0.9027924996179838,0.003292278260808366,-1772.5
EMCURE-STARHEALTH,599.29,0.6868173027247766,0.018648273985249087,-1773.57
CGCL-NUVAMA,568.22,0.7540419711849816,0.03174475603018766,-1775.98
ABLBL-ERIS,499.6,0.8962441708187879,8.415477481333961e-06,-1777.25
INDIAMART-NAUKRI,478.0,0.7777846222456186,0.048333736028462984,-1777.28
GRANULES-LLOYDSME,598.22,0.9403649198722073,0.02369243639565323,-1778.06
NSLNISP-TITAGARH,491.28,0.8461759979901537,0.050743136544721956,-1779.77
AADHARHFC-PHOENIXLTD,405.84,0.6692205006168205,0.00032952667392526663,-1783.11
CHOLAFIN-LODHA,609.25,0.9281251362774573,2.493873314467936e-05,-1783.45
CHENNPETRO-TORNTPOWER,524.78,0.680157644114063,0.15666222690625592,-1785.12
MPHASIS-WIPRO,529.63,0.9711913012526608,0.028818751474557907,-1786.35
ERIS-MARUTI,584.2,0.807524637959018,0.013434455916413676,-1791.13
CHALET-UPL,602.58,0.9048961587982474,0.000381630868084735,-1794.21
J&KBANK-TIMKEN,481.95,0.9344397075405542,0.0025142413178746875,-1800.41
GLAXO-LICI,475.89,0.7386219571267195,0.1504859903244124,-1801.34
IEX-OLAELEC,595.24,0.6929379855162073,0.015285843416303208,-1808.7
BRITANNIA-CENTRALBK,571.65,0.8233315752895428,0.008787993424419898,-1811.16
BALRAMCHIN-BHARATFORG,566.06,0.8727650949162976,0.07667867475448319,-1811.75
CAMS-WOCKPHARMA,454.16,0.8577544207398508,0.1817301491304949,-1811.88
KPRMILL-TRIDENT,365.08,0.7475380961534471,0.15271079801794002,-1813.62
IOB-SAPPHIRE,527.32,0.7281835339793452,0.018132718162487328,-1819.35
CANFINHOME-SHREECEM,497.23,0.8091113674480314,0.029520795614994103,-1825.51
ERIS-MINDACORP,551.44,0.7125404513339452,0.04121986612678624,-1831.9
IGL-IRCTC,405.66,0.9502844251339098,0.0035512138844987556,-1840.43
ETERNAL-MINDACORP,554.21,0.8683423878710446,0.05653022788357628,-1850.05
BHARTIHEXA-BRIGADE,617.28,0.7204106972539532,0.14359047491357968,-1851.91
GODREJIND-NUVAMA,608.6,0.818080336190869,0.08119803283355564,-1857.03
CCL-JBCHEPHARM,521.96,0.733894473994414,0.07001404679497523,-1865.48
BAJAJFINSV-GODREJCP,481.51,0.8920635693286421,0.03217654152043294,-1868.48
360ONE-GRAVITA,581.75,0.7938337612672738,0.14145661772811924,-1868.84
NIVABUPA-NUVAMA,288.14,0.7207608703237123,0.14114074295235507,-1870.73
LUPIN-PFC,609.87,0.8347527324829045,0.01992185111321679,-1876.37
HYUNDAI-PATANJALI,533.35,0.9180557094657322,0.012313552707964592,-1876.95
CHALET-TTML,387.24,0.8521248350321471,0.10019981455547605,-1878.06
BAJAJFINSV-ICICIGI,619.24,0.8765997233409218,0.14947967414370927,-1885.06
3MINDIA-BBTC,496.05,0.8466174317508276,0.062323681193502636,-1887.73
GODIGIT-JUBLFOOD,407.41,0.6898045953588274,0.11618284288126773,-1895.21
CEATLTD-JKTYRE,616.1,0.822448808114149,0.006254626553887183,-1898.26
BHARTIHEXA-JYOTICNC,486.16,0.8515824296321531,0.010656510561925465,-1899.4
CGCL-LALPATHLAB,465.43,0.7065879718144104,0.05898200061344363,-1901.19
ASAHIINDIA-LATENTVIEW,564.01,0.9403284757711856,0.0009675778371778188,-1912.22
RAMCOCEM-TVSMOTOR,614.37,0.7961615154576629,0.028856859099515714,-1913.53
BALKRISIND-LICI,446.16,0.7974830973461835,0.1548548316989224,-1922.47
PATANJALI-POONAWALLA,527.93,0.7422707527102187,0.16877319077038228,-1922.48
BHARTIHEXA-SWANCORP,596.59,0.8575253006685906,0.005471990137037167,-1925.28
JSWINFRA-SUMICHEM,588.91,0.8147445107881096,0.00018498979541471504,-1927.37
JPPOWER-OLECTRA,478.14,0.9299065096274434,0.0014353233321086434,-1930.87
BAJFINANCE-SAPPHIRE,529.19,0.8724710595222439,0.0014429822633130634,-1933.8
AADHARHFC-JMFINANCIL,379.2,0.6731356065469706,5.852944804766936e-05,-1937.31
ACC-INDIAMART,530.27,0.8689453228446881,0.04990702732405125,-1943.92
LINDEINDIA-TATAPOWER,525.03,0.7501236401207535,0.1431396806464415,-1945.49
3MINDIA-SOBHA,453.61,0.7549498141179091,0.1671344923260692,-1948.75
COROMANDEL-KFINTECH,552.78,0.9089900343097558,0.0017770016684422378,-1955.86
JUBLPHARMA-PWL,407.88,0.9352859149054407,0.016318488242990058,-1957.35
J&KBANK-VTL,492.96,0.8906468385637947,0.045085511586334365,-1959.95
BALRAMCHIN-POWERINDIA,567.28,0.9465560420255305,0.0002421236070819925,-1965.97
ACC-KOTAKBANK,441.85,0.9524470658852621,0.022242454852853748,-1973.68
IOB-LICI,515.64,0.776440136594231,0.018365025327973405,-1975.52
EXIDEIND-PCBL,576.73,0.8314109348907316,0.16940782007931682,-1975.74
CCL-TATASTEEL,554.15,0.6971604829784805,0.1111712109436217,-1978.75
COROMANDEL-PINELABS,550.89,0.8650961020875899,0.0745562939875726,-1983.26
CHALET-JKTYRE,613.01,0.7431552401734642,0.09726519047760679,-1983.56
LALPATHLAB-PPLPHARMA,601.55,0.7306827705229866,0.17042155176760648,-2004.36
GABRIEL-INDGN,537.86,0.7888496954621099,0.04281809379340903,-2008.78
ERIS-NAUKRI,593.21,0.8033216788955273,0.019340611578389275,-2011.33
GVT&D-IGIL,552.1,0.7703134724971938,0.03040494232525939,-2012.45
JSWINFRA-RITES,474.84,0.7164000462835127,0.11868301212235072,-2018.11
ERIS-TBOTEK,505.82,0.8668667921856654,0.0069347095132520865,-2026.64
BALKRISIND-BLUEDART,351.11,0.7922949247925415,0.08260186900675098,-2032.09
BBTC-ICICIBANK,577.89,0.8170950861400975,0.15245370214437204,-2033.1
ASTERDM-MARICO,615.11,0.6991607840333547,0.13555623100370995,-2035.69
HEROMOTOCO-RHIM,592.17,0.729707977263267,0.10119867585733677,-2037.53
ABCAPITAL-NIACL,575.54,0.8060662959120393,0.0018052605258208072,-2039.6
MPHASIS-TATAELXSI,536.9,0.9334242229217277,0.14484377966535145,-2042.74
ITI-MUTHOOTFIN,595.83,0.7255965900795263,0.17686820948856674,-2057.29
ABCAPITAL-TTML,534.03,0.7931969131715279,0.03307149264422828,-2062.05
LICI-TMPV,507.01,0.8457872886450183,0.026217569759680336,-2064.44
CHALET-TBOTEK,527.65,0.9205983583583324,0.002227885514376887,-2065.11
CAMS-ELECON,617.76,0.8633744909586644,0.011371424912820054,-2067.12
INDHOTEL-RITES,597.47,0.8789605602833278,0.15591985901188526,-2069.67
CCL-NLCINDIA,526.37,0.7143489222180995,0.1860528000338802,-2073.87
AADHARHFC-NIACL,450.84,0.6714599081057574,9.224923992666398e-06,-2074.0
CGCL-SUZLON,576.6,0.8603934252131634,0.009243059003272587,-2079.73
CHALET-LTF,516.85,0.8335143313496178,0.04730234159902285,-2083.69
IKS-MOTILALOFS,552.25,0.8360254148635059,0.05110026630920882,-2089.54
ABLBL-BAJFINANCE,594.35,0.7884799604225147,0.03281324511591974,-2095.08
PIIND-SIGNATURE,466.89,0.7924674750412294,0.007336545528205469,-2096.48
ERIS-GMRAIRPORT,498.36,0.7280238046146268,0.01564469112375422,-2101.41
CANBK-RAMCOCEM,548.88,0.8327846960046879,0.050578522632119406,-2102.37
ATUL-SCI,255.72,0.9102561995581164,0.004621508487837263,-2104.77
ITI-PWL,480.21,0.8408203640844538,0.002962737762988674,-2108.49
ITCHOTELS-SBFC,493.07,0.8010799139974729,0.1586553741518909,-2108.64
NUVAMA-WOCKPHARMA,608.85,0.8096162032974282,0.06967232791876754,-2110.63
ACE-TRENT,445.64,0.7980348286040292,0.0017720348081291728,-2117.72
COROMANDEL-UCOBANK,561.18,0.9001133760124911,0.08625864431555658,-2125.29
CASTROLIND-DABUR,467.79,0.7142334933049974,0.000654656307001234,-2127.82
AMBUJACEM-SAPPHIRE,549.49,0.8878587421216164,0.06742118847621875,-2129.65
INDGN-WOCKPHARMA,445.64,0.724674675990191,0.16562564633586174,-2133.81
ANTHEM-ATUL,470.53,0.8003960903031018,0.0985195649064497,-2144.76
SARDAEN-SIEMENS,484.38,0.8498224381106467,0.023374376560965124,-2146.64
LINDEINDIA-LUPIN,555.83,0.8789271921232855,0.030578709438602893,-2146.87
CANFINHOME-TBOTEK,328.12,0.8569755708937481,0.0008425142898362304,-2152.14
OBEROIRLTY-SUMICHEM,523.24,0.8283144317062021,0.016760992448705676,-2154.34
3MINDIA-GILLETTE,412.11,0.804962025899394,0.024033946720581192,-2154.54
ERIS-KALYANKJIL,590.96,0.7780227483787954,0.026804380651346743,-2160.41
ANANTRAJ-ITCHOTELS,473.11,0.8164643296999745,0.03393123980850861,-2164.71
MARUTI-POONAWALLA,586.36,0.8020355979553495,0.17270746694653077,-2170.43
RADICO-USHAMART,560.17,0.8734301881708543,0.000374108596825769,-2172.87
LTF-RAILTEL,525.62,0.8820698328249064,0.0019032492819139228,-2175.97
DEVYANI-POONAWALLA,458.27,0.8812395924024375,0.0020339848790653535,-2177.87
CANFINHOME-NEWGEN,484.34,0.7248491481129086,0.028039981524618722,-2179.74
BEML-MEDANTA,389.95,0.8091962868850507,0.04120023729560431,-2202.59
BLS-KALYANKJIL,602.89,0.8475758240919767,0.011189065479549199,-2205.12
ITI-VMM,560.29,0.8431859100531297,0.0011824855302319253,-2211.9
SHREECEM-TATACAP,551.09,0.7760811751931983,0.09393072628320764,-2224.98
NH-YESBANK,535.91,0.8651456972853473,0.011809181246558111,-2232.62
BEML-WOCKPHARMA,456.28,0.860748507624631,0.0909689902904014,-2232.87
ABLBL-GRAVITA,370.91,0.8568347789079533,0.04853652688348914,-2234.58
JPPOWER-NHPC,523.12,0.6706230749941862,0.11752091456624936,-2248.63
BIKAJI-LEMONTREE,288.78,0.9010355626366637,0.032982862538734364,-2257.83
DOMS-NAUKRI,536.33,0.842864704751001,0.09421236493256158,-2262.31
CHALET-KPITTECH,610.03,0.8877200104204891,0.02372656692552388,-2262.42
AUBANK-IRCON,610.35,0.7302589873301245,0.05532222821133799,-2263.94
ANANTRAJ-BBTC,564.32,0.807379587987917,0.022363565337247426,-2266.01
AADHARHFC-CGCL,345.17,0.7147762784316607,3.244349683717273e-05,-2270.34
GMRAIRPORT-MSUMI,559.04,0.8067274125382177,0.007963304638775703,-2281.81
ABCAPITAL-ELECON,545.57,0.6584051390658073,0.15932851180922725,-2282.43
AIAENG-INDIACEM,460.47,0.6859268894542826,0.009740057266672996,-2282.86
BATAINDIA-ITCHOTELS,384.8,0.9774003719121334,0.0010326435512825972,-2283.12
CANFINHOME-PRESTIGE,460.21,0.8369249512294876,0.0057289637205126314,-2285.15
BIKAJI-BRIGADE,427.75,0.8906298650822577,0.024852559673130235,-2297.17
BHEL-LALPATHLAB,563.68,0.8291855695416191,0.15340732196838464,-2301.35
CIEINDIA-POWERGRID,430.71,0.9242093480130554,0.0010463948495978937,-2302.52
GILLETTE-IOC,609.09,0.8032432843442966,0.003940767237092697,-2306.28
360ONE-RHIM,617.16,0.8383259350266605,0.022538959852373665,-2313.11
BALKRISIND-CHALET,530.1,0.7510690135473005,0.03831966589447272,-2319.72
ABCAPITAL-GABRIEL,486.27,0.7033529141919863,0.03759449490654442,-2321.68
CONCOR-IRCON,532.5,0.8757627996456296,0.15982522229702306,-2327.11
BALKRISIND-SWANCORP,592.43,0.6763561886934318,0.15884802621324284,-2332.25
3MINDIA-BAJAJFINSV,610.53,0.8705089355862359,0.016452583514532843,-2350.95
BATAINDIA-IRCTC,503.79,0.9754373996865404,0.0033123659656106594,-2351.18
CHALET-RAILTEL,384.33,0.7883681637044243,0.0970501089727192,-2360.06
BHARTIHEXA-BLS,599.55,0.6952888851713424,0.11337491674270522,-2366.33
AIAENG-SOBHA,436.99,0.683803437162016,0.024436837964766128,-2367.41
COROMANDEL-JSL,464.41,0.6655406776655334,0.09404835262332467,-2372.44
IGL-RVNL,588.7,0.8678401300309361,0.02239861051643215,-2374.22
AUBANK-INDIACEM,460.61,0.679470148684643,0.13499761647983444,-2379.68
GAIL-HDFCAMC,612.91,0.6931530672757735,0.14847613565170154,-2382.71
GODREJIND-VIJAYA,370.59,0.7726271117178304,0.076727230998294,-2386.64
ATUL-SOLARINDS,610.68,0.8213600633433547,0.05317020074084331,-2388.05
BATAINDIA-RVNL,586.75,0.8566626764253067,0.058847965504602445,-2391.79
ASAHIINDIA-CHALET,432.8,0.922440806752327,0.001442929375949337,-2397.62
ABBOTINDIA-COFORGE,575.79,0.7515090602533319,0.16838159722042323,-2399.18
ABFRL-JMFINANCIL,613.58,0.8016140893746653,0.07096737316473604,-2402.74
LTF-POONAWALLA,506.91,0.8151025079472215,0.07214964131416089,-2419.56
BALKRISIND-INDIAMART,455.47,0.7737101806043261,0.031632805541179525,-2427.74
ACE-ELECON,405.03,0.738324608103471,0.015724307506787747,-2432.59
ABCAPITAL-AUBANK,523.58,0.8246702235459292,0.010479665031913821,-2438.92
AIAENG-LT,471.26,0.6727108648634333,0.028744966884239866,-2444.1
INDGN-PNBHOUSING,575.87,0.74827825684804,0.07228991418178653,-2453.65
JYOTICNC-SWIGGY,603.37,0.9408561014256562,0.007475884315389204,-2457.33
AMBUJACEM-UTIAMC,568.17,0.8744866518154094,0.13177324624143077,-2487.81
