symbol_a,symbol_b,pearson_rho,stage1_rank,n_obs,Q_beta,Q_alpha,R,log_likelihood_final,em_iterations,em_converged,beta_mean,alpha_mean,ou_kappa,ou_mu,ou_sigma,half_life_minutes,half_life_hours,ar1_phi,ar1_c,hurst_exponent,spread_mean,spread_std,adf_pvalue,tradeable,skipped
BDL,IRFC,0.3939261059329093,250,27527,1e-07,1.9532390149425507e-07,2.1603280633336368e-07,144329.1649198525,50,False,0.6599256516112327,4.10624447728634,,,,,,,,,,,0.4122637636429144,False,False
KAYNES,MAZDOCK,0.3938977595829767,251,27527,1e-07,4.986163830349782e-07,1.33807133109847e-06,130498.23891387437,50,False,1.2800971992805688,-1.7324228481077861,,,,,,,,,,,0.19400095330354722,False,False
CENTRALBK,MAHABANK,0.3936158148388284,252,27527,1e-07,4.4747244238611805e-07,8.372254227094581e-07,141966.66545733318,50,False,0.8022368962172673,0.2615538935214696,,,,,,,,,,,0.7844599280808064,False,False
INDIANB,SBIN,0.3935672196071045,253,27527,1e-07,3.060746611104182e-07,4.824684281907492e-07,136078.30077904515,50,False,1.727470668020723,-5.267734135733767,,,,,,,,,,,0.7800552587469757,False,False
GAIL,IOC,0.3932674691839778,254,27527,1e-07,1.6971887528681182e-07,1.3789563138086793e-07,146689.5887841704,50,False,0.73582679677272,1.3331307579881941,,,,,,,,,,,0.5452856991157928,False,False
AMBER,DIXON,0.3927387308802699,255,27527,1e-07,3.647019486443018e-07,8.029099026509428e-07,130735.44247457935,50,False,0.15681883767250437,7.356422854718046,,,,,,,,,,,0.7340485996619942,False,False
BANKINDIA,CENTRALBK,0.3926611219076742,256,27527,1e-07,1.9746889176007806e-07,1.6358387427123518e-07,149914.65908033002,50,False,0.4274300572507435,3.5051204247999914,,,,,,,,,,,0.4239571036826699,False,False
BANKINDIA,MAHABANK,0.3926045279171048,257,27527,1e-07,1.9560659354316847e-07,1.7482305606457787e-07,148164.74586180752,50,False,0.46965617967384915,3.0829021439585147,,,,,,,,,,,0.7626451356500723,False,False
CANBK,PFC,0.3923501684624094,258,27527,1e-07,2.1380592184626255e-07,2.2979964041498042e-07,142096.61062786897,50,False,0.7421787944116647,0.5595070262948099,,,,,,,,,,,0.7592915807705964,False,False
RAILTEL,RITES,0.3923104640071137,259,27527,1e-07,3.10050189565923e-07,5.071259741556772e-07,139659.6632858836,50,False,0.8804471334797419,1.0203273813908946,,,,,,,,,,,0.5808438847238936,False,False
CDSL,RECLTD,0.3920484334731902,260,27527,1e-07,1.963537179117481e-07,2.0732328740213487e-07,142531.67160493974,50,False,0.7823103660758293,2.598335328430907,,,,,,,,,,,0.06416276325811757,False,False
BDL,SUZLON,0.3915323893378264,261,27527,1e-07,2.918598731896368e-07,4.0808217751583035e-07,144970.38282850315,50,False,0.7197753888230141,4.445591635745269,,,,,,,,,,,0.3416423285228348,False,False
CENTRALBK,IOB,0.3911564607225164,262,27527,1e-07,4.021438102308692e-07,6.800051921470631e-07,144512.64701643476,50,False,0.8801081103023121,0.47962673122782595,,,,,,,,,,,0.3218874715371023,False,False
JIOFIN,MAZDOCK,0.390117444927003,263,27527,1e-07,2.699300712725134e-07,4.142532198042022e-07,136587.44128991,50,False,0.39894930642734966,2.4599855557107073,,,,,,,,,,,0.5691546219634357,False,False
PFC,TATAPOWER,0.390040797316927,264,27527,1e-07,1.7064275517716582e-07,1.7612498957560112e-07,142815.20746443156,50,False,0.4709304517593406,3.1737489439566766,,,,,,,,,,,0.2077966681128922,False,False
LTM,TCS,0.3896691376134766,265,27527,1e-07,3.63513616485727e-07,7.318627896036132e-07,132467.60002902962,50,False,-0.9869238751186918,16.401401176877627,,,,,,,,,,,0.8033382429269121,False,False
CDSL,MAZDOCK,0.389541715884188,266,27527,1e-07,2.7456230107442315e-07,4.352183089344302e-07,136149.32892015245,50,False,0.4413211433247567,3.7522293936304516,,,,,,,,,,,0.32618579490503485,False,False
BANKINDIA,RECLTD,0.3892338919434939,267,27527,1e-07,1.8250499540685876e-07,1.9428160324983886e-07,142619.90587889502,50,False,0.41223017242395005,2.6275783180625805,,,,,,,,,,,0.5699392808915477,False,False
CANBK,IREDA,0.388919223359527,268,27527,1e-07,1.6232655831237607e-07,1.3896556341202131e-07,147133.61254013548,50,False,0.3967820356201043,3.0649216214169317,,,,,,,,,,,0.43560725830764807,False,False
IRFC,RITES,0.3888919594555273,269,27527,1e-07,3.1634510858336735e-07,4.3327815299689345e-07,141378.33214381992,50,False,0.7950002069497564,0.4140881199760607,,,,,,,,,,,0.7284425937287011,False,False
BHEL,MAZDOCK,0.3887137874275322,270,27527,1e-07,2.778904760456478e-07,4.547372560237905e-07,135514.20478126736,50,False,0.483246331175802,1.817947015433439,,,,,,,,,,,0.12480822565029559,False,False
HCLTECH,MPHASIS,0.3886557873676952,271,27527,1e-07,2.682229816234664e-07,4.0554180132192073e-07,136280.63206123046,50,False,0.005339798681355211,7.284340625879294,,,,,,,,,,,0.7070841022781693,False,False
HDFCBANK,ICICIBANK,0.3882552438315978,272,27527,1e-07,1.8614990052832972e-07,2.1641178743681533e-07,139738.7395706457,50,False,0.5081454907268658,3.1355372621557294,,,,,,,,,,,0.8132532759924962,False,False
CANBK,CENTRALBK,0.3881942367396391,273,27527,1e-07,1.6479397022780732e-07,1.132035821272282e-07,151655.8187992436,50,False,0.3806865897948773,3.614577661318997,,,,,,,,,,,0.45700021377297234,False,False
PNB,RECLTD,0.3877565155627224,274,27527,1e-07,1.7137506124597786e-07,1.6838153294606351e-07,143561.28726069015,50,False,0.569250297503013,1.4498007282880552,,,,,,,,,,,0.6836355484558757,False,False
CAMS,CDSL,0.3874674577882195,275,27527,1e-07,2.925405292236898e-07,4.544224195289309e-07,136284.86628377318,50,False,1.1445125312676492,-1.6764916691361116,,,,,,,,,,,0.2018041420216653,False,False
CENTRALBK,PNB,0.3871070346256773,276,27527,1e-07,4.933648174186269e-07,1.117257727469209e-06,138141.0124645775,50,False,1.3300604688935949,-2.7722130623837296,,,,,,,,,,,0.5594394830456058,False,False
ABCAPITAL,IREDA,0.3867327004679275,277,27527,1e-07,1.758394237728446e-07,1.6620330993855857e-07,145955.76753300166,50,False,0.5061063095015513,3.37215232568439,,,,,,,,,,,0.07979392718305112,False,False
NBCC,PFC,0.3865636053871193,278,27527,1e-07,4.656644355946265e-07,9.85957374176992e-07,135980.35907488497,50,False,1.2823793975075077,-3.0636250419214264,,,,,,,,,,,0.7235431210302496,False,False
LTM,WIPRO,0.386426856288408,279,27527,1e-07,1.5512745735202247e-07,1.4319664260945768e-07,144950.56675297872,50,False,0.2893791131494137,6.985509235963556,,,,,,,,,,,0.835543255761647,False,False
INFY,LTM,0.3859689439936086,280,27527,1e-07,2.9075631016026303e-07,4.965616526461002e-07,134210.52829872732,50,False,0.07849002653835073,6.610314822910906,,,,,,,,,,,0.7513772573084574,False,False
CDSL,RVNL,0.3857321884154729,281,27527,1e-07,1.963541250118987e-07,2.078478530521263e-07,143358.72392358276,50,False,0.287544569823546,5.538833039427113,,,,,,,,,,,0.12218542065497623,False,False
MAZDOCK,ZENTEC,0.3857281983005267,282,27527,1e-07,3.3280699984679646e-07,5.778444472335693e-07,135506.08920164834,50,False,0.7506870565430688,2.3670233115957244,,,,,,,,,,,0.38601677478078233,False,False
HUDCO,RVNL,0.385404528036754,283,27527,1e-07,1.9528887393470997e-07,2.1466962268964455e-07,143100.02432737788,50,False,0.4631825756994004,2.6114214916095695,,,,,,,,,,,0.358999920873353,False,False
BANKINDIA,RBLBANK,0.3847823444657154,284,27527,1e-07,1.9223395541401628e-07,2.0562836089623982e-07,142954.80619870542,50,False,0.41703239436424344,2.6554958926078913,,,,,,,,,,,0.5929042875634684,False,False
COCHINSHIP,NBCC,0.3847362709362036,285,27527,1e-07,2.1953079906366386e-07,2.589910399443742e-07,144469.56736951193,50,False,0.5154868341495756,4.947266444201901,,,,,,,,,,,0.03903336507564771,False,False
NTPC,TATAPOWER,0.3845857981161767,286,27527,1e-07,1.5419521818314605e-07,1.4502167163613975e-07,144170.06760518317,50,False,0.36643159734135017,3.70975417870129,,,,,,,,,,,0.2233852958542013,False,False
HCLTECH,LTM,0.3845300728806048,287,27527,1e-07,3.151326238530848e-07,5.63432443284237e-07,133502.7385815146,50,False,-0.22600862348487943,9.259564013637863,,,,,,,,,,,0.7471718523878808,False,False
INOXWIND,JIOFIN,0.3844654923859696,288,27527,1e-07,3.918233183403729e-07,7.464228608808398e-07,137331.9516186879,50,False,1.5165021099745322,-3.8470051957639373,,,,,,,,,,,0.3091012524864634,False,False
OFSS,TECHM,0.3843912513660482,289,27527,1e-07,3.075951849602615e-07,4.909267420941916e-07,135681.93692228867,50,False,1.4903605126541832,-2.0435598317718258,,,,,,,,,,,0.7261045729292872,False,False
TATAELXSI,TCS,0.384353387387838,290,27527,2.589232194714801e-07,1.990249367352941e-06,1.0894935060167929e-05,108316.75305740096,50,False,-4.667375693514026,45.62752625278222,,,,,,,,,,,0.7866434560871742,False,False
BANKINDIA,IREDA,0.3843404434886044,291,27527,1e-07,1.8037419055772654e-07,1.6881917655129245e-07,146048.06682330242,50,False,0.40312571372642714,3.094128922721766,,,,,,,,,,,0.5363312955019363,False,False
BANKBARODA,RECLTD,0.3843088911710001,292,27527,1e-07,1.6761530882657886e-07,1.6596513817286308e-07,143550.96984913366,50,False,0.4831245782139204,2.8424325319661765,,,,,,,,,,,0.5363611714291834,False,False
JIOFIN,SUZLON,0.3841504914365032,293,27527,1e-07,1.2951213812472425e-07,8.588970582080003e-08,152624.69138657834,50,False,0.39689789324954117,4.045217098746427,,,,,,,,,,,0.5723020743680772,False,False
BEML,DATAPATTNS,0.3838663776411734,294,27527,1e-07,5.085032973036476e-07,1.3858359737114531e-06,130810.40377419471,50,False,0.7382810437318437,1.5665945574594002,,,,,,,,,,,0.9086907212863946,False,False
HAL,NBCC,0.3836635549875819,295,27527,1e-07,1.6730704411654306e-07,1.4006435841730897e-07,148035.24513992952,50,False,0.3156267955512888,6.887738056508413,,,,,,,,,,,0.3362457424849925,False,False
TATAELXSI,WIPRO,0.3834050117895309,296,27527,1e-07,2.888966951146347e-07,3.49930774318753e-07,141316.48284559514,50,False,-0.22961306409568322,9.751852802749962,,,,,,,,,,,0.8527951575116399,False,False
OFSS,WIPRO,0.3832517760101223,297,27527,1e-07,1.6766821769748008e-07,1.5165575410582118e-07,144533.68843548358,50,False,0.9852069748635837,3.5443844152823436,,,,,,,,,,,0.6578390060716415,False,False
DLF,JIOFIN,0.3832351678070441,298,27527,1e-07,1.9069518681114807e-07,1.9720505563142043e-07,143194.6886678926,50,False,0.9116218884924896,1.3459894418184801,,,,,,,,,,,0.317695215556391,False,False
ADANIENT,JIOFIN,0.3832117020433284,299,27527,1e-07,1.5714686297851687e-07,1.5117322030239384e-07,144367.89807739542,50,False,0.5325465933705935,4.683168990415435,,,,,,,,,,,0.20699770282144758,False,False
ADANIPORTS,AMBUJACEM,0.3830514452903683,300,27527,1e-07,1.7609127205555498e-07,1.8489664684507035e-07,142429.11592631598,50,False,0.39176125742633816,4.844268348428164,,,,,,,,,,,0.41908438947789217,False,False
BAJFINANCE,CHOLAFIN,0.3825763834581577,301,27527,1e-07,2.3903564852007054e-07,3.2287760663373876e-07,137952.44791376553,50,False,0.10422928844125404,6.077655998370294,,,,,,,,,,,0.5042405956698947,False,False
MPHASIS,TATAELXSI,0.3825329711458428,302,27527,1e-07,3.0578559640717853e-07,5.521571180106978e-07,133588.7153885597,50,False,-0.0013107256318602733,7.835397358501466,,,,,,,,,,,0.6563116751304703,False,False
CENTRALBK,UCOBANK,0.3823552651588581,303,27527,1e-07,2.82118670924349e-07,3.12073506034447e-07,148894.2912581532,50,False,0.724813240694574,1.186190119386928,,,,,,,,,,,0.1597813695108395,False,False
KPITTECH,MPHASIS,0.3823546208049427,304,27527,1e-07,5.879386324085162e-07,1.9009030312809212e-06,128623.62300209381,50,False,-0.7954716925942888,13.039975397782397,,,,,,,,,,,0.804542443760244,False,False
TATAELXSI,TATATECH,0.382140167730068,305,27527,1e-07,4.159977632750283e-07,8.493423826438461e-07,135322.28772269058,50,False,1.6753215314640304,-2.2456444333893275,,,,,,,,,,,0.03342122325000017,False,False
OFSS,TCS,0.3821018446046828,306,27527,1e-07,4.22460212687231e-07,9.78311102821721e-07,130820.08540040818,50,False,-1.35761719315433,19.682499421382524,,,,,,,,,,,0.7026264081800425,False,False
JINDALSTEL,NATIONALUM,0.3819020391418558,307,27527,1e-07,2.520781523382331e-07,2.9441537490826645e-07,141815.13528258255,50,False,0.5361249605468514,3.8757911915500323,,,,,,,,,,,0.5718791274715653,False,False
DLF,IRFC,0.38145025236467,308,27527,1e-07,1.5677425742287903e-07,1.373719020170644e-07,147050.7907629613,50,False,0.4661978961364009,4.232758252216671,,,,,,,,,,,0.2658004578795109,False,False
CANBK,JIOFIN,0.381284955068915,309,27527,1e-07,1.6426773529114724e-07,1.541937021366244e-07,144352.43861645318,50,False,0.3160063627758326,3.2286142380399947,,,,,,,,,,,0.4157466323495641,False,False
GAIL,TATAPOWER,0.381046617354473,310,27527,1e-07,1.5797227953826473e-07,1.5104755626002762e-07,144011.10847975896,50,False,0.4025344446581388,2.685649525177529,,,,,,,,,,,0.7914721134915572,False,False
GMRAIRPORT,IREDA,0.3806721824488246,311,27527,1e-07,1.5977682280437497e-07,1.3816246841126056e-07,147056.58059363556,50,False,0.45120312179130534,2.3859366413710967,,,,,,,,,,,0.1433042534951522,False,False
BAJFINANCE,SHRIRAMFIN,0.3804679153254594,312,27527,1e-07,2.351921753255253e-07,2.929631629366413e-07,139480.9603176796,50,False,0.07333394656032612,6.341176577377185,,,,,,,,,,,0.5375262473786458,False,False
GRSE,RVNL,0.3804428082710422,313,27527,1e-07,2.923514306496337e-07,5.027966693803582e-07,137912.55776921875,50,False,0.7965957942327709,3.2160066457877607,,,,,,,,,,,0.7241456558648306,False,False
INOXWIND,RECLTD,0.3800017682980119,314,27527,1e-07,3.0694535711298437e-07,4.671048333209021e-07,138707.07136147923,50,False,1.1630827053782413,-2.2182614671667156,,,,,,,,,,,0.3431825065848653,False,False
BEL,BHEL,0.3798900197374842,315,27527,1e-07,1.8865132522677092e-07,1.9665025049814837e-07,143571.08692749604,50,False,0.458913759542885,3.496621096652437,,,,,,,,,,,0.24128931542700754,False,False
BDL,INOXWIND,0.3797284828456299,316,27527,1e-07,2.974634363275453e-07,4.4054110969212454e-07,142931.05500774807,50,False,0.5794128752124601,4.530124788283691,,,,,,,,,,,0.33576913671148634,False,False
IREDA,SJVN,0.3797236282424062,317,27527,1e-07,1.8244877447919592e-07,1.5691150264719619e-07,148104.55555610923,50,False,0.37797408623625645,3.219972445575675,,,,,,,,,,,0.497919076606634,False,False
NBCC,TATAPOWER,0.379610915790244,318,27527,1e-07,3.868686260395657e-07,6.856727937039555e-07,137345.48009171625,50,False,1.6437769345475295,-5.168609971164511,,,,,,,,,,,0.9200914462272047,False,False
ADANIGREEN,IREDA,0.3795623043562164,319,27527,1e-07,2.049300550695016e-07,2.3219598244520828e-07,144103.1442057144,50,False,0.6072338612520864,3.889002554826145,,,,,,,,,,,0.6814818485988096,False,False
DLF,RECLTD,0.3795248895766527,320,27527,1e-07,2.1122515232340966e-07,2.3616241467015493e-07,141906.87091152935,50,False,0.8294170701616049,1.5581358056382084,,,,,,,,,,,0.3761692125223066,False,False
POWERGRID,TATAPOWER,0.3794665162015451,321,27527,1e-07,1.68819050505747e-07,1.6381809600134535e-07,143602.51945853163,50,False,0.7142177273951753,1.4046324284268292,,,,,,,,,,,0.526514801919245,False,False
RAILTEL,TITAGARH,0.3791027531768002,322,27527,1e-07,3.199981097408312e-07,5.684572582709359e-07,136876.59630010356,50,False,0.7742369562387118,0.6365173077849802,,,,,,,,,,,0.23585391539246564,False,False
KPITTECH,OFSS,0.3790562413712799,323,27527,1e-07,4.6887970506063246e-07,1.3725218796779568e-06,128022.15122845667,50,False,2.046686267514788,-11.376906480672208,,,,,,,,,,,0.8412550467123892,False,False
IREDA,NHPC,0.3788642373533032,324,27527,1e-07,1.477938681693077e-07,1.1909219495962133e-07,148247.6998116483,50,False,0.5875639358134538,2.2867895668033364,,,,,,,,,,,0.5199993124026686,False,False
ABCAPITAL,JIOFIN,0.3784864643218194,325,27527,1e-07,1.6935883258301548e-07,1.7195340517597225e-07,143468.44144905452,50,False,0.7496614155152058,1.6500861154513264,,,,,,,,,,,0.165821044031206,False,False
IRCTC,IREDA,0.3782862855486453,326,27527,1e-07,1.5939348365154352e-07,1.2975896014837717e-07,147920.67326649264,50,False,0.5035765263872557,3.955661472315935,,,,,,,,,,,0.8233207819129211,False,False
ADANIENSOL,TATAPOWER,0.3781103238325251,327,27527,1e-07,1.8970785034126058e-07,2.2145437531561607e-07,141231.7271464414,50,False,0.814876557518513,2.0540516061508995,,,,,,,,,,,0.20681134997800266,False,False
TATAELXSI,TECHM,0.3779785062950869,328,27527,1e-07,6.12568931416237e-07,2.2784074394631102e-06,127550.65624378854,50,False,2.4332158648392883,-9.34466515510516,,,,,,,,,,,0.6004459477173928,False,False
JIOFIN,PFC,0.3775238166553995,329,27527,1e-07,1.8525444389558982e-07,1.874206523520616e-07,143291.13123119218,50,False,0.5160786403630911,2.486358028220553,,,,,,,,,,,0.527226573886788,False,False
ADANIENT,TATAPOWER,0.3774754831201102,330,27527,1e-07,1.7305197905622558e-07,1.7891581206081892e-07,142812.84444286014,50,False,0.39978739014427706,5.275113845162934,,,,,,,,,,,0.5582156484688454,False,False
GODREJPROP,IREDA,0.3774686009131475,331,27527,1e-07,2.631440072880466e-07,3.1740915161444815e-07,143332.7148884828,50,False,0.7740413729798329,3.7116105903276444,,,,,,,,,,,0.3610284638273621,False,False
MAHABANK,PNB,0.377158540880367,332,27527,1e-07,1.670102057596145e-07,1.6206925027887265e-07,145493.22392638965,50,False,0.6172720581810626,1.2205752716837979,,,,,,,,,,,0.6129802930127228,False,False
MARUTI,TVSMOTOR,0.3769813905273965,333,27527,1e-07,2.5788548979742147e-07,3.955126073942375e-07,135599.31971552921,50,False,0.3075500198425455,7.075085763868656,,,,,,,,,,,0.7900190759085906,False,False
BAJAJ-AUTO,MARUTI,0.3766027965640554,334,27527,1e-07,4.0665338459417524e-07,9.7516193282709e-07,128486.22273876246,50,False,1.9807003832937489,-9.865753109393214,,,,,,,,,,,0.7094147210253737,False,False
BEL,NBCC,0.3765854507509666,335,27527,1e-07,1.7195713396133784e-07,1.5448760564862667e-07,147146.55379952787,50,False,0.36274186323251983,4.399549590677082,,,,,,,,,,,0.5195399288298538,False,False
KPITTECH,PERSISTENT,0.3765017911129131,336,27527,1.2340306167855001e-07,1.1894268611516402e-06,8.259233288112322e-06,116098.71624881752,50,False,2.509680136158524,-14.85326247113694,,,,,,,,,,,0.43623434831874824,False,False
ADANIENT,ADANIPOWER,0.3762445585746092,337,27527,1e-07,4.840252783063484e-07,1.0257813292647153e-06,138823.65126476117,50,False,0.8468251253160894,3.434443733118669,,,,,,,,,,,0.8820499532686161,False,False
JINDALSTEL,SAIL,0.3758926857239155,338,27527,1e-07,2.0855954424216934e-07,2.0865612197791351e-07,145623.2339846293,50,False,0.41562510989469525,4.94090934382418,,,,,,,,,,,0.4970279319183583,False,False
ADANIGREEN,NHPC,0.3758155116286237,339,27527,1e-07,1.891309104606494e-07,1.9403618996389033e-07,145536.2858958727,50,False,0.5301272964543967,4.52591305799908,,,,,,,,,,,0.512059368376808,False,False
INFY,OFSS,0.3756800131667737,340,27527,1e-07,2.9640112382623615e-07,5.25102853680812e-07,133369.66488816167,50,False,0.2080330389622745,5.433132820984162,,,,,,,,,,,0.7829423245839547,False,False
HINDALCO,JINDALSTEL,0.3755279415644123,341,27527,1e-07,2.392797728736618e-07,3.1252875345513514e-07,138244.23158053547,50,False,0.8388616944014627,0.9361108667393214,,,,,,,,,,,0.4874363745010786,False,False
NBCC,RAILTEL,0.3754817861342336,342,27527,1e-07,3.584573069995073e-07,5.916200616964712e-07,139200.33022855406,50,False,0.7419024713251768,0.29191120516311764,,,,,,,,,,,0.32287915690732133,False,False
ADANIENT,IREDA,0.3747742925038957,343,27527,1e-07,1.6582598733280112e-07,1.480485068881056e-07,146740.5855880013,50,False,0.4854263976732935,5.295310563197857,,,,,,,,,,,0.27603025496197037,False,False
IREDA,LICHSGFIN,0.3747386615234426,344,27527,1e-07,3.0028776307896966e-07,4.298712731827391e-07,138383.59415625437,50,False,1.392263616181835,-3.8640205901332414,,,,,,,,,,,0.563601510623643,False,False
PNB,YESBANK,0.3745825911477751,345,27527,1e-07,1.485223437193715e-07,8.623632900842281e-08,154520.66520755738,50,False,0.5884329875531651,3.0048489374381084,,,,,,,,,,,0.3076071678770118,False,False
BHEL,INOXWIND,0.3743146797370817,346,27527,1e-07,2.3097104304256352e-07,2.6466592889732e-07,145125.48474548053,50,False,0.42775982425428516,3.6086450280062774,,,,,,,,,,,0.5627832268382121,False,False
CANBK,MAHABANK,0.3743137663672979,347,27527,1e-07,2.377668849185727e-07,2.1153859686902954e-07,148127.41801598287,50,False,0.21061676502472185,4.101784149966774,,,,,,,,,,,0.6381774474765816,False,False
ADANIGREEN,JSWENERGY,0.374224450371165,348,27527,1e-07,2.2971069032354898e-07,3.060035642908781e-07,139966.5459614323,50,False,0.5265630532323596,3.573391680639778,,,,,,,,,,,0.5074959309058786,False,False
JIOFIN,TATAPOWER,0.3741614461184183,349,27527,1e-07,1.626126879365592e-07,1.5927087307310523e-07,143754.91027109366,50,False,0.5114220182187866,2.5312085561066024,,,,,,,,,,,0.7454036379447332,False,False
RECLTD,SUZLON,0.373661145246351,350,27527,1e-07,1.5309712564181856e-07,1.1126445683599306e-07,151043.21094322557,50,False,0.38101342488237233,4.406515379088037,,,,,,,,,,,0.052490812702600136,False,False
COCHINSHIP,IREDA,0.3736209112495761,351,27527,1e-07,2.8677495270349044e-07,4.0099533795800996e-07,141953.4684471425,50,False,0.8268634633543986,3.295533981659165,,,,,,,,,,,0.06547871348443951,False,False
HAL,SOLARINDS,0.3735596554208756,352,27527,1e-07,3.3893637218921087e-07,6.827708526435182e-07,131237.3456424759,50,False,0.432799862068296,4.223334693380677,,,,,,,,,,,0.6672428421965609,False,False
MAHABANK,UNIONBANK,0.373413153691586,353,27527,1e-07,2.3195859438793768e-07,2.584131226978038e-07,143343.75866207885,50,False,0.2738475055898864,2.757359528951681,,,,,,,,,,,0.08841741789050489,False,False
CDSL,DLF,0.3733932050786627,354,27527,1e-07,2.1175916138745477e-07,2.5532662862948264e-07,140741.36357505282,50,False,0.6000272195356287,3.33032331473555,,,,,,,,,,,0.08567893309512964,False,False
BANKINDIA,PFC,0.3733234415450538,355,27527,1e-07,1.957452724491348e-07,2.1603072655218726e-07,142115.5580895925,50,False,0.4351232023852592,2.44697512366349,,,,,,,,,,,0.6938355549238046,False,False
IREDA,PNB,0.3732706289030812,356,27527,1e-07,4.6922867627543943e-07,9.915229501914642e-07,138535.5583048535,50,False,1.2608128121159703,-1.200452379987514,,,,,,,,,,,0.6112641133843589,False,False
BANKBARODA,CENTRALBK,0.3730571401236278,357,27527,1e-07,1.3611816791216112e-07,8.990019320354742e-08,152505.13860094777,50,False,0.42511038557132,4.143492703484198,,,,,,,,,,,0.4953770990573655,False,False
IREDA,TITAGARH,0.372102386719088,358,27527,1e-07,2.610742002600254e-07,3.641556037849517e-07,139316.8701161019,50,False,0.5479988192431062,1.2151585079129044,,,,,,,,,,,0.047617395523339025,False,False
CANBK,RBLBANK,0.3720587152879473,359,27527,1e-07,1.8681819012479172e-07,1.8983450156405033e-07,143463.697356565,50,False,0.5230427374640623,1.9897345212051825,,,,,,,,,,,0.6433131351178477,False,False
BHEL,SUZLON,0.3720250088925423,360,27527,1e-07,2.17223885785563e-07,2.2038026717754486e-07,147576.51414209974,50,False,0.5213456318801988,3.5831491352311,,,,,,,,,,,0.09455238547401207,False,False
PFC,PNB,0.3717860662220968,361,27527,1e-07,1.854971172468955e-07,1.6250554988967718e-07,146040.5128908347,50,False,0.7660801326081045,2.298443161037562,,,,,,,,,,,0.8484074990906512,False,False
LTM,OFSS,0.3717542891411456,362,27527,1e-07,3.029797452417734e-07,5.604497023250525e-07,133017.70379625054,50,False,0.5265546278207247,3.873331186420972,,,,,,,,,,,0.8746089800554125,False,False
COCHINSHIP,IRCON,0.3715156866886872,363,27527,1e-07,3.437129036626896e-07,5.842501099311204e-07,140517.90324068014,50,False,0.6433485480557251,4.077757601180383,,,,,,,,,,,0.007437786942080225,False,False
BANKINDIA,YESBANK,0.3714889143099602,364,27527,1e-07,2.1653666235522073e-07,1.928211279779487e-07,151028.79372167995,50,False,0.5825930788461079,3.2823156084954603,,,,,,,,,,,0.42987449726321914,False,False
BHEL,NBCC,0.3712428584542409,365,27527,1e-07,2.3526908741590317e-07,2.544290127439661e-07,145017.28870012815,50,False,0.33087046612151705,4.071119571205862,,,,,,,,,,,0.0660393472182757,False,False
IRFC,TATAPOWER,0.3710475911921532,366,27527,1e-07,2.693707804565426e-07,3.3758601829055607e-07,140322.74417285685,50,False,1.2550332203620709,-2.7432295568581178,,,,,,,,,,,0.9544260429869861,False,False
INOXWIND,IRCON,0.3709940369650644,367,27527,1e-07,3.494391142486838e-07,5.970461889668565e-07,140559.8329981661,50,False,0.654395515263615,1.3192564956282307,,,,,,,,,,,0.22667062520509051,False,False
BHEL,IREDA,0.3709126423153575,368,27527,1e-07,1.9061817270647525e-07,1.942905643459581e-07,144947.02331849054,50,False,0.5519094194691181,2.9048201105416926,,,,,,,,,,,0.08806217377409836,False,False
ADANIGREEN,AMBUJACEM,0.3706762812712839,369,27527,1e-07,2.558802422451586e-07,3.606735020531563e-07,138897.0426008541,50,False,1.09257362570289,0.03370555620161897,,,,,,,,,,,0.9958851473761883,False,False
LAURUSLABS,ZYDUSLIFE,0.3706521113465602,370,27527,1e-07,1.8802841929465556e-07,2.252006863399244e-07,139506.9705700389,50,False,0.5799287207511253,2.9925177067063906,,,,,,,,,,,0.41802853881009006,False,False
PHOENIXLTD,PRESTIGE,0.3706381143723766,371,27527,1e-07,2.8294805699781563e-07,4.40190148359167e-07,136987.68632133657,50,False,0.6241723155191554,2.9085631757199186,,,,,,,,,,,0.1720602168655272,False,False
HINDCOPPER,VEDL,0.3706146596509931,372,27527,1e-07,4.201019714820374e-07,1.0526015145941776e-06,134612.60892718786,50,False,1.0758796113406632,0.350635849575462,,,,,,,,,,,0.419726706379336,False,False
CGPOWER,NBCC,0.370599510175222,373,27527,1e-07,2.0761412620827286e-07,2.2406133113702896e-07,145385.05227563006,50,False,0.409665115558183,4.620204273477511,,,,,,,,,,,0.8990494317113318,False,False
MARUTI,TMPV,0.3704284359567293,374,27527,1e-07,1.747378412334095e-07,1.691631422917298e-07,143926.4814004506,50,False,0.19237823199587611,8.473293485513459,,,,,,,,,,,0.7649024622117909,False,False
MAZDOCK,TITAGARH,0.3702932416261129,375,27527,1e-07,2.767312626580334e-07,4.1796676567726144e-07,138111.33218023207,50,False,0.6219119958826537,3.664128650833959,,,,,,,,,,,0.44928669165703766,False,False
PFC,RVNL,0.3701927367228034,376,27527,1e-07,1.9492354463987039e-07,2.0742187948329535e-07,143155.60696296213,50,False,0.29569586184389585,4.274595589636333,,,,,,,,,,,0.7228435995479586,False,False
CANBK,YESBANK,0.3698742259520958,377,27527,1e-07,1.706639235437268e-07,1.1532939737831357e-07,153224.05975081862,50,False,0.5936756549736126,3.187353345228628,,,,,,,,,,,0.16814088372079916,False,False
CENTRALBK,UNIONBANK,0.3693060227263405,378,27527,1e-07,1.7967395117813612e-07,1.6889011187795108e-07,145396.07297875013,50,False,0.5586743405828071,0.7198083612225614,,,,,,,,,,,0.8207638068451293,False,False
