pair,lagger_asset,ols_gross_pnl,ols_net_pnl,ols_trades,gross_win_rate,net_win_rate,mean_rev_exits,eod_exits,avg_price_captured,avg_fee_drag,spread_vol,mean_abs_dev,zero_crossings,half_life,kalman_q,adf_stat,adf_pval
ICICIPRULI-SCHAEFFLER,SCHAEFFLER,289.3,-70.14,7,0.7143,0.7143,0,7,1.1,51.3486,0.040869,0.03666,167,1588.12,1.46e-06,,
ANANDRATHI-UCOBANK,UCOBANK,410.44,-70.23,9,0.2222,0.2222,0,9,0.0067,53.4076,0.034471,0.025685,428,964.92,1.71e-06,,
ANANTRAJ-MRPL,ANANTRAJ,300.15,-70.27,7,0.5714,0.5714,0,7,0.2143,52.9167,0.06547,0.054254,157,1982.0,3e-06,,
RVNL-SUZLON,SUZLON,409.84,-70.32,9,0.4444,0.4444,0,9,0.0433,53.351,0.042914,0.038499,177,1256.49,2.03e-06,,
LTF-PIIND,PIIND,399.6,-70.38,9,0.3333,0.3333,0,9,4.1667,52.2201,0.034982,0.029311,354,785.93,2.16e-06,,
BAJAJFINSV-TEGA,BAJAJFINSV,345.2,-70.49,8,0.5,0.375,1,7,1.6625,51.9616,0.040282,0.029668,317,2048.19,1.1e-06,,
LTM-TRAVELFOOD,LTM,429.0,-70.55,10,0.7,0.7,0,10,10.15,49.9553,0.051722,0.039196,380,1143.79,3.24e-06,,
HDFCLIFE-VEDL,HDFCLIFE,301.45,-70.59,7,0.5714,0.5714,0,7,0.0214,53.1483,0.034377,0.029609,169,1687.9,9.7e-07,,
GAIL-LICI,LICI,563.0,-70.62,12,0.5,0.5,0,12,0.7875,52.8013,0.027068,0.022255,303,1063.14,9.5e-07,,
ENRIN-ITCHOTELS,ITCHOTELS,409.56,-70.63,9,0.6667,0.6667,0,9,0.1633,53.3547,0.068136,0.056988,217,1953.0,3.29e-06,,
ACUTAAS-SHYAMMETL,SHYAMMETL,618.75,-70.64,13,0.5385,0.5385,1,12,0.7231,53.0302,0.043665,0.042526,321,738.17,3.58e-06,,
BANKBARODA-CYIENT,CYIENT,297.95,-70.66,7,0.4286,0.4286,0,7,0.7643,52.6588,0.031474,0.025642,318,1024.47,1.34e-06,,
DCMSHRIRAM-PHOENIXLTD,DCMSHRIRAM,455.3,-70.69,10,0.4,0.4,0,10,0.9,52.5992,0.045967,0.037686,380,1198.1,2.44e-06,,
AUBANK-PREMIERENE,PREMIERENE,247.4,-70.71,6,0.5,0.5,0,6,1.725,53.0176,0.034942,0.026215,442,976.58,1.73e-06,,
ASAHIINDIA-FORCEMOT,FORCEMOT,378.0,-70.74,10,0.6,0.6,0,10,18.9,44.8741,0.035582,0.026701,406,863.01,2.03e-06,,
ACC-RKFORGE,ACC,347.8,-70.82,8,0.5,0.375,0,8,0.2625,52.3277,0.029869,0.028125,207,1226.2,1.01e-06,,
CANBK-PATANJALI,PATANJALI,352.75,-70.86,8,0.75,0.75,0,8,0.4688,52.9508,0.03892,0.030764,334,1266.84,1.66e-06,,
J&KBANK-NHPC,J&KBANK,355.42,-70.89,8,0.625,0.625,1,7,0.2125,53.2884,0.040849,0.032533,311,878.2,2.63e-06,,
SAMMAANCAP-WELCORP,SAMMAANCAP,514.76,-70.92,11,0.4545,0.4545,0,11,0.15,53.2441,0.040607,0.031554,309,1373.12,1.66e-06,,
RAILTEL-RITES,RITES,779.46,-70.97,16,0.75,0.625,4,12,0.1919,53.1521,0.01872,0.013696,912,198.11,2.44e-06,,
ITC-KALYANKJIL,ITC,301.7,-70.99,7,0.5714,0.5714,0,7,0.2,53.2414,0.041533,0.028078,294,2074.41,1.15e-06,,
GLAND-MUTHOOTFIN,GLAND,503.9,-71.0,11,0.5455,0.5455,1,10,1.7636,52.2638,0.044355,0.034728,225,1051.37,2.59e-06,,
HDFCLIFE-LODHA,LODHA,140.95,-71.11,4,0.5,0.5,0,4,2.0625,53.0142,0.024337,0.021457,349,1101.4,7.5e-07,,
CIPLA-NAVA,NAVA,405.4,-71.13,9,0.5556,0.5556,1,8,0.15,52.9481,0.035927,0.029454,245,1538.47,1.16e-06,,
