symbol_a,symbol_b,best_z_entry,best_z_sl,best_hl_stop,gross_profit,trade_count,win_rate,lagger,ou_sigma,ou_mu,exit_mr_count,exit_sl_count,exit_hl_count,exit_session_count,avg_points_profit,avg_points_loss
TATASTEEL,VEDL,2.0,3.0,False,41.89000000000064,827,0.4873035066505441,b,0.0008025478964067,3.671534653355837e-07,574,242,0,11,0.5977171215880901,-0.4693160377358483
OBEROIRLTY,PRESTIGE,2.0,13.5,False,2693.000000000001,823,0.7800729040097205,a,0.0010690651898288,5.475628181834371e-07,794,2,0,27,4.87538940809969,-2.4143646408839827
NTPC,POWERGRID,8.5,9.5,False,1.1500000000000057,6,0.6666666666666666,b,0.0007190502488686,8.930943057355929e-07,0,6,0,0,0.5249999999999986,-0.4749999999999943
CDSL,IRFC,2.0,0.0,False,1470.3999999999987,284,0.9612676056338029,a,0.0009424668592442,4.081262727537393e-07,281,0,0,3,5.486813186813184,-2.5000000000000413
COFORGE,HCLTECH,2.0,0.0,False,4487.8,804,0.9527363184079602,a,0.0010818308641492,-6.877262496759209e-07,775,0,0,29,5.9806788511749325,-2.4578947368421136
BEML,GRSE,2.0,0.0,False,3592.600000000005,488,0.8913934426229508,a,0.0013523607171183,-4.981496974796451e-07,476,0,0,12,8.879080459770124,-5.090566037735848
HUDCO,NBCC,2.0,0.0,False,215.12999999999963,282,0.9609929078014184,a,0.0009847810296366,7.811951427783028e-07,275,0,0,7,0.806752767527674,-0.3181818181818208
BEL,COCHINSHIP,2.0,5.5,False,814.1999999999982,593,0.5328836424957841,b,0.0009968331579403,-1.6912279417337417e-06,527,36,0,30,5.821202531645567,-3.701444043321303
BEML,COCHINSHIP,2.0,14.5,False,2422.2000000000007,699,0.6924177396280401,b,0.0014145292641364,2.2862065342215818e-07,663,2,0,34,6.654132231404965,-3.7134883720930216
COFORGE,OFSS,13.0,0.0,False,0.0,0,0.0,b,0.0011531416831645,1.2920098674058683e-06,0,0,0,0,0.0,0.0
COFORGE,LTM,11.0,0.0,False,0.0,0,0.0,b,0.0011059603196157,1.2224505294307825e-06,0,0,0,0,0.0,0.0
BEML,MAZDOCK,2.0,0.0,False,2753.500000000008,771,0.6990920881971465,a,0.0015028197526689,-1.5750218778656482e-06,730,0,0,41,7.4283858998144785,-5.389655172413781
JWL,TITAGARH,2.0,0.0,False,1310.9500000000016,675,0.7733333333333333,b,0.0020581789815092,-3.828080489828817e-06,626,0,0,49,3.2956896551724135,-2.675816993464051
ADANIGREEN,ADANIPOWER,2.0,0.0,False,315.0700000000004,711,0.8030942334739803,b,0.0015909886317127,9.452119910583712e-07,679,0,0,32,0.6322416812609463,-0.3281428571428557
MAZDOCK,NBCC,2.0,0.0,True,4.829999999999885,547,0.37842778793418647,b,0.0011383932126761,1.201041242057542e-06,346,0,192,9,0.27661835748792213,-0.15420588235294116
SBIN,UNIONBANK,2.0,0.0,False,1603.7500000000027,578,0.9273356401384083,a,0.0007081645255973,-2.2661930501354882e-07,558,0,0,20,3.101679104477613,-1.3988095238094913
ANGELONE,CDSL,2.0,0.0,False,2757.299999999999,785,0.8331210191082803,b,0.0018701434164941,-5.723287763919441e-06,725,0,0,60,4.729816513761467,-2.564885496183201
KAYNES,PGEL,2.0,0.0,False,3575.400000000008,835,0.5868263473053892,a,0.0019086272471606,-3.265253044228622e-06,787,0,0,48,15.624693877551028,-11.828115942028981
BAJAJ-AUTO,EICHERMOT,2.0,0.0,False,4010.0,766,0.5718015665796344,a,0.0011445372191364,-3.8778209255568004e-07,702,0,0,64,24.756849315068493,-20.833841463414632
IREDA,MAZDOCK,2.0,0.0,False,227.20999999999992,668,0.8173652694610778,a,0.0010600848521386,1.3881250017752031e-06,637,0,0,31,0.46721611721611656,-0.22860655737704907
COCHINSHIP,HAL,2.0,0.0,False,1425.4999999999993,727,0.5832187070151307,a,0.0016478095821828,-5.038564549534595e-07,675,0,0,52,6.626650943396221,-4.568316831683166
PERSISTENT,TECHM,2.0,12.5,False,442.9000000000026,676,0.5428994082840237,b,0.0011249559404499,8.285331622909466e-08,646,1,0,29,3.4149863760218087,-2.622653721682852
EICHERMOT,TVSMOTOR,2.0,2.5,False,411.4999999999991,518,0.5193050193050193,b,0.0007476885822866,-3.700636845934385e-07,377,135,0,6,6.652788104089219,-5.534538152610445
INOXWIND,IRFC,2.0,0.0,False,210.5100000000001,536,0.8656716417910447,a,0.0011667083551128,7.599384730745806e-07,527,0,0,9,0.4793534482758621,-0.16541666666666643
ADANIENT,AMBUJACEM,2.0,0.0,False,595.7,821,0.6991473812423873,b,0.0010544453576017,3.506266055132406e-06,778,0,0,43,1.4216898954703816,-0.8921052631578942
HUDCO,IRFC,2.0,0.0,False,451.58000000000004,986,0.9249492900608519,a,0.00044172457830393154,-6.08123074071509e-09,984,0,0,2,0.5097587719298244,-0.18000000000000183
JWL,RVNL,2.0,0.0,False,730.23,670,0.7194029850746269,a,0.0018739604198124,3.693909926428826e-06,624,0,0,46,1.9884024896265562,-1.2137234042553207
JBMA,OLECTRA,7.0,9.5,False,132.99999999999966,65,0.5076923076923077,b,0.0015638408423426,-1.1537615009807803e-05,34,29,0,2,10.08333333333335,-6.242187500000028
IRFC,SUZLON,2.0,13.5,False,48.569999999999965,539,0.7291280148423006,b,0.0010725039681187,-8.297351103559416e-07,528,1,0,10,0.1507124681933842,-0.07301369863013721
PREMIERENE,WAAREEENER,11.0,11.5,False,130.5999999999999,18,0.6666666666666666,b,0.0016265288064013,1.4020794628225175e-05,4,14,0,0,16.841666666666622,-11.916666666666591
BDL,RVNL,2.0,0.0,False,687.3000000000011,68,0.9705882352941176,a,0.0015005589719283,-4.2572456550475825e-08,68,0,0,0,10.524242424242436,-3.6499999999998636
M&M,MARUTI,2.0,0.0,False,6794.100000000001,806,0.8945409429280397,a,0.000803022092859,-1.5814611668580077e-07,763,0,0,43,9.963661581137316,-4.584705882352965
NBCC,RECLTD,2.0,0.0,False,123.15000000000134,920,0.5054347826086957,b,0.0009809919108733,-1.4379920821478548e-05,869,0,0,51,1.0346236559139792,-0.7867032967032944
HINDCOPPER,NATIONALUM,2.0,12.0,False,486.1000000000004,728,0.6524725274725275,b,0.0017674455415178,-2.9426331132697937e-06,679,5,0,44,1.5476842105263173,-0.9843873517786552
MAZDOCK,SUZLON,2.0,0.0,False,5617.9000000000015,591,0.8984771573604061,a,0.0011561232494073,-7.408524825236203e-07,577,0,0,14,11.111676082862516,-4.706666666666646
JIOFIN,NBCC,4.0,4.5,False,2.250000000000014,3,1.0,b,0.0009208738707129,1.9599860022381683e-08,2,1,0,0,0.7500000000000048,0.0
CDSL,NBCC,2.0,0.0,False,1503.4999999999995,275,0.9672727272727273,a,0.0009480831809158,9.007315262241122e-07,272,0,0,3,5.716165413533834,-1.8888888888889142
ACC,AMBUJACEM,8.0,8.5,False,14.299999999999727,23,0.5652173913043478,b,0.0007760861535757,-8.857011036359354e-08,10,12,0,1,1.8192307692307632,-0.9350000000000194
NMDC,VEDL,2.0,0.0,False,207.49999999999986,786,0.9007633587786259,a,0.0009508080891716,4.057797538669761e-07,744,0,0,42,0.30723163841807893,-0.12846153846153824
RVNL,TITAGARH,2.0,0.0,False,1295.6499999999967,734,0.7534059945504087,b,0.0014558350354341,-5.6188145099700834e-06,690,0,0,44,3.169168173598552,-2.5243093922651996
NBCC,SUZLON,2.0,0.0,False,116.91999999999999,771,0.682230869001297,a,0.0012494871649998,-5.992227080767054e-06,748,0,0,23,0.3059315589353611,-0.1795918367346944
DIXON,KAYNES,5.0,0.0,False,-9.300000000000182,5,0.4,b,0.0012969542926779,3.85850416521212e-07,5,0,0,0,16.649999999999864,-14.199999999999969
IRFC,PFC,2.0,0.0,False,1074.4000000000005,870,0.8758620689655172,b,0.0016458233127464,-3.4488861189256346e-06,816,0,0,54,1.4883858267716545,-0.5532407407407391
BAJAJ-AUTO,TVSMOTOR,2.0,9.5,False,9046.5,441,0.8571428571428571,a,0.0008016941709772,-1.2655825403789486e-07,434,1,0,6,25.313492063492063,-8.285714285714286
JWL,RAILTEL,2.0,0.0,False,762.3299999999991,700,0.8314285714285714,b,0.0022735227129882,-1.16694919501732e-06,642,0,0,58,1.5217525773195868,-1.045169491525428
OFSS,PERSISTENT,2.5,9.0,False,1946.5,555,0.5315315315315315,a,0.0016262734770553,-1.9621236095337004e-06,494,17,0,44,23.635593220338983,-19.33076923076923
OIL,ONGC,2.0,0.0,False,1428.7000000000005,856,0.919392523364486,a,0.0010373092763157,-3.251032140047892e-06,811,0,0,45,1.9019059720457416,-0.9869565217391307
KEI,POLYCAB,2.0,0.0,False,8521.099999999988,734,0.7983651226158038,a,0.0012556650940299,2.1267256152869813e-06,715,0,0,19,16.38242320819111,-7.2905405405405315
LODHA,OBEROIRLTY,2.0,12.5,False,1415.099999999997,738,0.6368563685636857,b,0.0012804078509534,3.059182715952394e-07,707,1,0,30,4.873191489361693,-3.266044776119401
